"geoid","region_name","measure","value","year","measure_type","region_type"
"51107","Loudoun County, Virginia","adequateplus",1070,2014,"count","county"
"51109","Louisa County, Virginia","adequateplus",59,2014,"count","county"
"51111","Lunenburg County, Virginia","adequateplus",15,2014,"count","county"
"51113","Madison County, Virginia","adequateplus",19,2014,"count","county"
"51115","Mathews County, Virginia","adequateplus",3,2014,"count","county"
"51117","Mecklenburg County, Virginia","adequateplus",38,2014,"count","county"
"51119","Middlesex County, Virginia","adequateplus",15,2014,"count","county"
"51121","Montgomery County, Virginia","adequateplus",131,2014,"count","county"
"51125","Nelson County, Virginia","adequateplus",16,2014,"count","county"
"51127","New Kent County, Virginia","adequateplus",52,2014,"count","county"
"51131","Northampton County, Virginia","adequateplus",15,2014,"count","county"
"51133","Northumberland County, Virginia","adequateplus",28,2014,"count","county"
"51135","Nottoway County, Virginia","adequateplus",22,2014,"count","county"
"51137","Orange County, Virginia","adequateplus",70,2014,"count","county"
"51139","Page County, Virginia","adequateplus",50,2014,"count","county"
"51141","Patrick County, Virginia","adequateplus",19,2014,"count","county"
"51143","Pittsylvania County, Virginia","adequateplus",70,2014,"count","county"
"51145","Powhatan County, Virginia","adequateplus",28,2014,"count","county"
"51147","Prince Edward County, Virginia","adequateplus",33,2014,"count","county"
"51149","Prince George County, Virginia","adequateplus",44,2014,"count","county"
"51153","Prince William County, Virginia","adequateplus",1413,2014,"count","county"
"51155","Pulaski County, Virginia","adequateplus",36,2014,"count","county"
"51157","Rappahannock County, Virginia","adequateplus",4,2014,"count","county"
"51159","Richmond County, Virginia","adequateplus",18,2014,"count","county"
"51161","Roanoke County, Virginia","adequateplus",43,2014,"count","county"
"51163","Rockbridge County, Virginia","adequateplus",41,2014,"count","county"
"51165","Rockingham County, Virginia","adequateplus",208,2014,"count","county"
"51167","Russell County, Virginia","adequateplus",9,2014,"count","county"
"51169","Scott County, Virginia","adequateplus",3,2014,"count","county"
"51171","Shenandoah County, Virginia","adequateplus",83,2014,"count","county"
"51173","Smyth County, Virginia","adequateplus",9,2014,"count","county"
"51175","Southampton County, Virginia","adequateplus",36,2014,"count","county"
"51177","Spotsylvania County, Virginia","adequateplus",393,2014,"count","county"
"51179","Stafford County, Virginia","adequateplus",382,2014,"count","county"
"51181","Surry County, Virginia","adequateplus",9,2014,"count","county"
"51183","Sussex County, Virginia","adequateplus",19,2014,"count","county"
"51185","Tazewell County, Virginia","adequateplus",77,2014,"count","county"
"51187","Warren County, Virginia","adequateplus",61,2014,"count","county"
"51191","Washington County, Virginia","adequateplus",0,2014,"count","county"
"51193","Westmoreland County, Virginia","adequateplus",33,2014,"count","county"
"51195","Wise County, Virginia","adequateplus",54,2014,"count","county"
"51197","Wythe County, Virginia","adequateplus",92,2014,"count","county"
"51199","York County, Virginia","adequateplus",77,2014,"count","county"
"51510","Alexandria city, Virginia","adequateplus",569,2014,"count","county"
"51520","Bristol city, Virginia","adequateplus",0,2014,"count","county"
"51530","Buena Vista city, Virginia","adequateplus",0,2014,"count","county"
"51540","Charlottesville city, Virginia","adequateplus",123,2014,"count","county"
"51550","Chesapeake city, Virginia","adequateplus",750,2014,"count","county"
"51570","Colonial Heights city, Virginia","adequateplus",32,2014,"count","county"
"51590","Danville city, Virginia","adequateplus",130,2014,"count","county"
"51600","Fairfax city, Virginia","adequateplus",212,2014,"count","county"
"51610","Falls Church city, Virginia","adequateplus",37,2014,"count","county"
"51620","Franklin city, Virginia","adequateplus",17,2014,"count","county"
"51630","Fredericksburg city, Virginia","adequateplus",100,2014,"count","county"
"51640","Galax city, Virginia","adequateplus",29,2014,"count","county"
"51650","Hampton city, Virginia","adequateplus",167,2014,"count","county"
"51660","Harrisonburg city, Virginia","adequateplus",158,2014,"count","county"
"51670","Hopewell city, Virginia","adequateplus",47,2014,"count","county"
"51680","Lynchburg city, Virginia","adequateplus",16,2014,"count","county"
"51683","Manassas city, Virginia","adequateplus",93,2014,"count","county"
"51685","Manassas Park city, Virginia","adequateplus",7,2014,"count","county"
"51690","Martinsville city, Virginia","adequateplus",37,2014,"count","county"
"51700","Newport News city, Virginia","adequateplus",180,2014,"count","county"
"51710","Norfolk city, Virginia","adequateplus",739,2014,"count","county"
"51720","Norton city, Virginia","adequateplus",4,2014,"count","county"
"51730","Petersburg city, Virginia","adequateplus",101,2014,"count","county"
"51735","Poquoson city, Virginia","adequateplus",5,2014,"count","county"
"51740","Portsmouth city, Virginia","adequateplus",344,2014,"count","county"
"51750","Radford city, Virginia","adequateplus",20,2014,"count","county"
"51760","Richmond city, Virginia","adequateplus",371,2014,"count","county"
"51770","Roanoke city, Virginia","adequateplus",46,2014,"count","county"
"51775","Salem city, Virginia","adequateplus",29,2014,"count","county"
"51790","Staunton city, Virginia","adequateplus",139,2014,"count","county"
"51800","Suffolk city, Virginia","adequateplus",314,2014,"count","county"
"51810","Virginia Beach city, Virginia","adequateplus",838,2014,"count","county"
"51820","Waynesboro city, Virginia","adequateplus",130,2014,"count","county"
"51830","Williamsburg city, Virginia","adequateplus",17,2014,"count","county"
"51840","Winchester city, Virginia","adequateplus",23,2014,"count","county"
"51001","Accomack County, Virginia","total",316,2014,"count","county"
"51003","Albemarle County, Virginia","total",376,2014,"count","county"
"51005","Alleghany County, Virginia","total",41,2014,"count","county"
"51007","Amelia County, Virginia","total",56,2014,"count","county"
"51009","Amherst County, Virginia","total",26,2014,"count","county"
"51011","Appomattox County, Virginia","total",22,2014,"count","county"
"51013","Arlington County, Virginia","total",2422,2014,"count","county"
"51015","Augusta County, Virginia","total",649,2014,"count","county"
"51017","Bath County, Virginia","total",32,2014,"count","county"
"51019","Bedford County, Virginia","total",60,2014,"count","county"
"51021","Bland County, Virginia","total",26,2014,"count","county"
"51023","Botetourt County, Virginia","total",105,2014,"count","county"
"51025","Brunswick County, Virginia","total",117,2014,"count","county"
"51027","Buchanan County, Virginia","total",94,2014,"count","county"
"51029","Buckingham County, Virginia","total",86,2014,"count","county"
"51031","Campbell County, Virginia","total",19,2014,"count","county"
"51033","Caroline County, Virginia","total",360,2014,"count","county"
"51035","Carroll County, Virginia","total",202,2014,"count","county"
"51036","Charles City County, Virginia","total",52,2014,"count","county"
"51037","Charlotte County, Virginia","total",97,2014,"count","county"
"51041","Chesterfield County, Virginia","total",1580,2014,"count","county"
"51043","Clarke County, Virginia","total",78,2014,"count","county"
"51045","Craig County, Virginia","total",24,2014,"count","county"
"51047","Culpeper County, Virginia","total",495,2014,"count","county"
"51049","Cumberland County, Virginia","total",55,2014,"count","county"
"51051","Dickenson County, Virginia","total",74,2014,"count","county"
"51053","Dinwiddie County, Virginia","total",118,2014,"count","county"
"51057","Essex County, Virginia","total",114,2014,"count","county"
"51059","Fairfax County, Virginia","total",13092,2014,"count","county"
"51061","Fauquier County, Virginia","total",601,2014,"count","county"
"51063","Floyd County, Virginia","total",88,2014,"count","county"
"51065","Fluvanna County, Virginia","total",55,2014,"count","county"
"51067","Franklin County, Virginia","total",121,2014,"count","county"
"51069","Frederick County, Virginia","total",550,2014,"count","county"
"51071","Giles County, Virginia","total",144,2014,"count","county"
"51073","Gloucester County, Virginia","total",124,2014,"count","county"
"51075","Goochland County, Virginia","total",155,2014,"count","county"
"51077","Grayson County, Virginia","total",119,2014,"count","county"
"51079","Greene County, Virginia","total",60,2014,"count","county"
"51081","Greensville County, Virginia","total",107,2014,"count","county"
"51083","Halifax County, Virginia","total",257,2014,"count","county"
"51085","Hanover County, Virginia","total",821,2014,"count","county"
"51087","Henrico County, Virginia","total",3235,2014,"count","county"
"51089","Henry County, Virginia","total",200,2014,"count","county"
"51091","Highland County, Virginia","total",15,2014,"count","county"
"51093","Isle of Wight County, Virginia","total",288,2014,"count","county"
"51095","James City County, Virginia","total",601,2014,"count","county"
"51097","King and Queen County, Virginia","total",61,2014,"count","county"
"51099","King George County, Virginia","total",256,2014,"count","county"
"51101","King William County, Virginia","total",151,2014,"count","county"
"51103","Lancaster County, Virginia","total",75,2014,"count","county"
"51105","Lee County, Virginia","total",126,2014,"count","county"
"51107","Loudoun County, Virginia","total",3812,2014,"count","county"
"51109","Louisa County, Virginia","total",201,2014,"count","county"
"51111","Lunenburg County, Virginia","total",89,2014,"count","county"
"51113","Madison County, Virginia","total",55,2014,"count","county"
"51115","Mathews County, Virginia","total",20,2014,"count","county"
"51117","Mecklenburg County, Virginia","total",198,2014,"count","county"
"51119","Middlesex County, Virginia","total",55,2014,"count","county"
"51121","Montgomery County, Virginia","total",721,2014,"count","county"
"51125","Nelson County, Virginia","total",60,2014,"count","county"
"51127","New Kent County, Virginia","total",168,2014,"count","county"
"51131","Northampton County, Virginia","total",119,2014,"count","county"
"51133","Northumberland County, Virginia","total",83,2014,"count","county"
"51135","Nottoway County, Virginia","total",109,2014,"count","county"
"51137","Orange County, Virginia","total",242,2014,"count","county"
"51139","Page County, Virginia","total",217,2014,"count","county"
"51141","Patrick County, Virginia","total",44,2014,"count","county"
"51143","Pittsylvania County, Virginia","total",240,2014,"count","county"
"51145","Powhatan County, Virginia","total",112,2014,"count","county"
"51147","Prince Edward County, Virginia","total",177,2014,"count","county"
"51149","Prince George County, Virginia","total",186,2014,"count","county"
"51153","Prince William County, Virginia","total",5087,2014,"count","county"
"51155","Pulaski County, Virginia","total",210,2014,"count","county"
"51157","Rappahannock County, Virginia","total",47,2014,"count","county"
"51159","Richmond County, Virginia","total",55,2014,"count","county"
"51161","Roanoke County, Virginia","total",264,2014,"count","county"
"51163","Rockbridge County, Virginia","total",122,2014,"count","county"
"51165","Rockingham County, Virginia","total",822,2014,"count","county"
"51167","Russell County, Virginia","total",48,2014,"count","county"
"51169","Scott County, Virginia","total",17,2014,"count","county"
"51171","Shenandoah County, Virginia","total",367,2014,"count","county"
"51173","Smyth County, Virginia","total",45,2014,"count","county"
"51175","Southampton County, Virginia","total",137,2014,"count","county"
"51177","Spotsylvania County, Virginia","total",1514,2014,"count","county"
"51179","Stafford County, Virginia","total",1496,2014,"count","county"
"51181","Surry County, Virginia","total",36,2014,"count","county"
"51183","Sussex County, Virginia","total",78,2014,"count","county"
